"PID","CHOSEN","GENDER","AGE","WORK","GRAD","DIET","STUDENT","MARRIED","DELIV","FACEBOOK","TWITTER","INSTA","INCOME","KIDS","ALONE","REGION","DENSIT","FREQ","SNOB","PRICE_STA","KNOWN_STA","TASTE_STA","AMB_STA","SPEED_STA","MENU_STA","APP_STA","ADV_STA","PRICE_DUN","KNOWN_DUN","TASTE_DUN","AMB_DUN","SPEED_DUN","MENU_DUN","APP_DUN","ADV_DUN","PRICE_PEET","KNOWN_PEET","TASTE_PEET","AMB_PEET","SPEED_PEET","MENU_PEET","APP_PEET","ADV_PEET","PRICE_CAR","KNOWN_CAR","TASTE_CAR","AMB_CAR","SPEED_CAR","MENU_CAR","APP_CAR","ADV_CAR","UNO"
1530,1,1,23,2,1,1,3,2,1,1,2,2,2,2,2,4,3,2,3,4.96,1,4,5,5,5,3,3,3.6,1,5,4,1,4,3,4,5.27,1,3,3,1,3,5,4,4.58,1,4,2,3,4,5,3,1
1531,2,2,18,2,3,1,3,1,1,1,2,2,3,2,2,3,1,1,1,5.19,1,5,2,2,3,1,1,2.78,1,3,3,2,2,4,4,4.67,1,2,4,4,4,3,2,5.23,2,4,5,2,5,3,5,1
1532,3,2,27,1,2,3,1,2,1,1,2,1,2,2,1,3,1,1,2,5.57,1,2,4,2,3,3,5,3.77,1,1,4,3,3,2,5,4.69,2,4,4,3,4,3,3,3.7,2,3,4,5,1,4,2,1
1533,2,2,72,1,2,2,1,2,2,1,2,2,2,2,2,4,3,1,4,5.22,1,5,1,5,4,3,4,2.33,1,4,2,4,3,2,4,4.74,2,4,4,4,5,1,1,2.97,2,3,5,3,4,5,3,1
1534,2,1,67,2,2,1,1,3,1,1,2,2,1,2,2,4,1,1,2,5.58,1,4,4,3,2,3,4,2.82,1,3,5,5,3,4,5,4.66,2,1,5,3,1,4,3,4.11,1,2,5,1,3,4,3,1
1535,2,1,42,1,1,1,1,2,1,2,2,2,2,1,2,3,2,2,2,5.43,1,4,3,2,1,5,3,2.85,1,4,4,4,5,4,3,5.19,2,5,5,4,1,4,4,4.88,2,5,3,3,4,4,3,1
1536,2,1,60,1,1,1,1,1,1,1,1,2,1,2,1,3,2,1,2,5,1,5,5,1,4,3,3,2.69,1,5,5,5,3,2,3,5.06,1,4,4,2,5,2,2,4.46,2,3,4,4,3,5,3,1
1537,3,1,37,2,1,4,3,2,1,2,1,2,2,1,2,3,1,1,3,5.02,2,3,4,3,3,2,3,2.22,2,3,4,1,2,5,4,4.75,1,3,4,3,5,5,2,4.21,1,3,5,1,2,4,2,1
1538,1,1,35,1,1,3,1,1,1,1,2,1,2,1,2,3,1,2,3,4.97,1,5,3,3,3,4,3,3.72,1,4,4,4,5,3,4,4.8,1,3,4,1,1,5,3,4.12,1,3,4,3,4,3,4,1
1539,2,2,32,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,3,5.75,1,4,4,1,5,4,2,2.81,1,4,4,4,2,5,4,5.26,2,5,4,1,1,3,3,5.17,1,3,4,4,3,4,5,1
1540,1,1,43,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,3,5,2,4,5,3,3,1,3,3.38,1,1,5,4,4,2,2,4.52,2,3,4,4,3,5,4,4.24,1,4,4,4,3,1,4,1
1541,2,1,56,1,1,2,1,1,1,1,2,1,1,2,1,3,1,2,2,5.88,1,4,5,2,2,5,4,2.23,1,5,4,2,4,5,3,5.2,2,3,4,2,4,3,1,4.86,1,4,5,5,4,1,3,1
1542,2,2,20,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,3,6.18,2,2,4,3,3,5,3,3.36,2,3,3,4,3,3,3,4.74,2,2,5,2,5,3,4,4.64,2,4,4,2,5,3,4,1
1543,2,1,41,1,2,4,1,1,1,1,2,1,1,2,2,4,2,2,3,5.82,1,5,5,3,4,3,3,3.42,1,4,4,5,3,3,5,4.83,2,4,4,4,3,4,2,4.65,2,4,1,3,4,4,1,1
1544,2,2,36,2,1,1,1,2,1,2,1,1,1,2,1,4,1,1,2,5.98,1,4,4,1,4,3,3,3.67,1,5,4,3,5,4,3,5.48,1,4,5,2,5,4,3,4.22,2,3,4,3,3,3,3,1
1545,2,2,54,1,1,1,1,2,1,1,1,1,1,1,1,3,3,1,2,6.29,1,3,4,4,3,3,2,2.87,1,2,3,1,5,4,3,4.17,1,3,4,3,3,3,3,3.94,1,4,4,1,5,3,4,1
1546,4,1,64,2,3,1,1,3,2,1,2,1,2,2,2,4,3,1,2,5.18,1,3,2,3,4,3,3,3.72,1,4,4,4,5,3,1,5.13,2,4,3,5,4,4,2,4.37,1,3,5,3,4,3,3,1
1547,1,1,36,1,2,1,1,2,1,1,2,1,2,1,2,2,1,1,2,5.26,1,2,4,5,4,4,3,2.37,1,3,1,3,4,5,5,4.58,1,3,4,4,3,2,3,4.95,1,2,4,5,2,3,3,1
1548,3,1,71,3,2,1,1,1,2,1,1,2,3,1,1,3,2,2,2,5.26,1,4,2,3,4,3,2,2.76,1,3,4,3,2,4,2,5.23,2,5,4,4,4,2,3,4.92,1,3,1,4,3,4,2,1
1549,2,2,24,1,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,5.52,1,3,4,4,3,1,3,3.38,2,3,4,4,4,3,3,5.28,1,3,4,4,3,4,2,4.69,1,3,4,1,1,3,3,1
1550,3,2,45,1,1,1,1,2,2,1,2,2,2,1,2,2,1,1,2,5.97,1,4,5,1,2,2,3,3.21,1,1,4,5,4,4,2,4.12,1,4,4,4,3,1,5,4.23,1,5,5,4,4,4,1,1
1551,2,2,33,1,1,1,1,1,2,1,2,1,3,1,2,3,1,1,1,5.53,1,4,4,2,3,4,5,3.41,1,5,5,4,3,4,3,5.15,1,3,4,2,4,1,3,4.03,1,3,3,3,4,1,2,1
1552,2,1,22,2,3,1,2,2,1,1,2,1,1,2,2,4,1,2,3,5.69,1,3,4,5,5,1,3,3.14,1,4,4,4,4,2,3,4.56,1,5,2,1,4,5,5,4.81,2,3,2,5,5,3,3,1
1553,3,1,41,1,1,1,1,2,1,1,1,1,2,1,2,1,3,1,2,5.47,1,2,5,3,3,3,1,3.2,1,3,5,2,3,4,3,5.35,1,4,1,5,4,5,4,4.99,2,3,4,3,4,3,3,1
1554,2,1,65,2,2,1,2,1,1,1,2,1,1,2,2,1,1,2,3,4.81,1,3,3,5,3,1,1,3.36,2,3,4,1,2,5,1,5.36,1,5,1,3,5,2,3,4.47,2,4,4,4,5,4,3,1
1555,2,1,73,3,2,1,1,2,1,1,1,2,1,1,2,3,2,1,1,5.11,2,4,4,1,3,2,3,3.53,1,4,4,4,4,4,1,4.99,2,4,5,4,2,1,3,5.11,1,5,4,4,5,2,2,1
1556,1,1,68,2,1,1,1,2,1,1,2,1,2,2,2,3,1,2,3,4.66,1,5,4,5,3,4,5,3.18,1,3,5,4,3,5,1,4.65,1,3,2,3,4,2,3,4.61,1,5,4,4,3,4,2,1
1557,1,2,59,1,2,1,2,2,2,2,2,1,3,1,2,1,3,1,2,6.03,1,4,3,3,4,2,4,2.98,1,3,1,1,4,2,4,5.07,1,4,4,3,4,4,4,4.79,1,3,4,1,4,3,3,1
1558,1,1,50,1,2,1,2,2,2,1,1,2,2,2,2,1,3,1,2,4.93,1,5,3,4,4,3,3,3.26,1,3,3,2,3,5,2,4.78,1,5,3,2,3,3,4,3.96,2,5,5,2,2,4,3,1
1559,1,1,69,1,1,1,2,2,1,1,1,1,2,1,1,4,3,2,2,5.09,1,2,5,5,3,4,2,2.35,1,5,2,3,4,2,1,5.04,1,5,3,2,5,3,3,4.85,1,4,5,2,4,4,3,1
1560,4,2,53,2,2,1,1,1,1,1,1,2,2,2,2,4,1,2,3,6.03,1,2,5,4,3,3,2,2.35,1,5,2,2,4,2,2,5.15,1,4,2,1,3,4,1,5.2,2,3,5,5,5,4,3,1
1561,3,2,44,1,2,3,1,1,1,2,2,2,3,1,1,3,2,2,2,5.32,1,4,4,4,2,4,4,3.17,2,4,5,1,3,2,3,4.6,1,5,5,2,3,5,2,3.87,1,5,5,3,4,5,1,1
1562,1,1,37,1,2,1,1,1,2,1,2,1,2,2,2,4,3,2,3,5.46,1,3,4,4,5,3,2,3.29,1,2,5,3,4,5,3,4.63,1,2,5,4,5,5,4,4.29,1,4,5,2,3,5,4,1
1563,2,2,26,1,3,2,1,2,1,1,2,1,1,2,1,1,2,1,4,5.28,1,3,2,2,3,5,3,2.28,1,4,5,2,4,4,3,4.57,2,5,3,1,5,2,2,4.58,1,2,5,3,4,2,4,1
1564,2,1,22,2,2,1,3,2,2,1,1,2,1,2,2,3,1,2,3,4.91,1,3,2,3,2,5,2,2.96,1,3,4,4,4,4,3,4.85,1,3,2,3,4,4,1,3.41,1,2,4,1,4,2,3,1
1565,1,1,24,1,2,1,3,1,1,1,2,2,2,2,2,4,3,2,2,5.25,1,4,2,5,3,4,1,2.95,1,4,4,4,5,4,4,4.73,2,3,5,4,3,4,3,4.15,1,1,4,3,4,3,5,1
1566,2,1,70,1,1,1,1,3,2,1,1,1,3,1,2,3,3,2,3,5.77,1,3,5,3,3,5,1,3.61,1,4,5,4,4,4,3,4.93,1,4,3,4,5,3,5,4.8,2,5,5,5,3,2,4,1
1567,2,1,50,2,2,1,1,2,2,1,1,2,2,2,2,4,3,1,2,5.8,2,4,5,1,1,1,3,2.54,1,4,5,2,5,3,3,5.74,1,5,5,1,3,2,5,4.02,1,4,3,4,4,1,2,1
1568,2,2,69,1,3,2,1,2,1,2,2,1,2,1,2,3,1,1,1,5.46,2,2,5,2,4,4,1,2.75,1,2,4,5,4,5,3,5.27,1,1,3,3,4,5,3,4.54,1,2,4,3,3,4,3,1
1569,1,1,19,1,3,3,2,3,2,2,1,1,1,2,2,4,1,1,1,5.99,1,4,4,4,2,4,5,2.56,1,3,5,2,5,1,5,5.26,2,3,4,3,5,3,4,2.93,1,4,3,3,3,3,4,1
1570,1,2,60,1,1,4,1,2,2,2,2,1,2,2,2,4,3,2,4,5.13,1,3,4,4,1,4,3,3.3,1,1,2,2,4,1,1,5.72,2,4,5,2,3,1,4,4.65,1,3,2,3,3,1,1,1
1571,2,1,18,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,3,5.17,1,3,3,3,4,4,3,3.73,1,5,5,4,4,1,4,5.5,2,5,4,1,2,4,5,4.69,1,1,5,2,4,1,3,1
1572,2,1,62,2,3,2,1,2,2,1,1,2,1,1,1,3,1,1,1,5.55,1,3,4,3,4,4,5,3.86,1,4,4,3,4,3,3,5.09,1,5,4,4,4,5,4,4.62,1,4,3,1,3,4,4,1
1573,4,2,48,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,5.5,1,3,4,3,4,2,4,2.87,1,3,3,1,5,4,1,5.71,2,2,3,3,4,1,4,4.87,1,4,4,3,3,3,3,1
1574,2,1,59,1,2,1,1,2,2,1,2,1,1,1,1,3,1,2,4,4.97,2,3,2,5,3,4,2,3,1,3,5,5,1,2,3,4.96,2,4,3,3,2,4,3,5.1,1,4,5,2,5,4,3,1
1575,4,1,67,1,1,1,1,1,1,1,2,1,2,1,2,4,1,1,2,5.86,1,5,1,5,2,4,4,2.1,1,2,3,3,5,3,4,5.09,1,3,3,3,3,5,4,4.65,1,4,5,5,5,2,5,1
1576,2,2,21,2,2,1,3,2,2,2,2,1,2,2,2,1,1,2,2,4.76,2,4,4,3,5,5,3,3.3,1,4,4,3,4,4,3,5.54,2,3,5,4,5,4,3,4.54,1,4,2,4,5,3,2,1
1577,1,1,53,2,2,2,1,1,1,1,1,2,3,1,1,1,1,1,2,5.28,1,4,3,4,4,4,3,2.55,1,4,2,1,5,2,3,4.42,1,2,5,5,5,3,4,4.2,1,5,4,3,3,5,1,1
1578,2,1,51,2,2,2,1,2,1,2,2,1,2,2,2,4,1,2,3,4.86,1,2,5,4,4,5,3,3.94,1,5,4,5,1,3,3,4.71,2,3,1,2,2,5,4,4.65,1,2,1,1,5,3,2,1
1579,2,1,33,3,2,1,1,2,1,1,2,1,2,2,2,1,3,1,3,4.94,1,2,5,4,1,4,3,4.27,1,5,5,3,1,5,4,5.03,2,1,3,3,4,2,5,4.06,1,3,4,4,4,4,3,1
1580,1,1,33,2,2,1,3,2,1,2,2,1,3,2,2,4,1,1,2,4.38,1,4,3,2,5,1,2,2.44,1,5,2,4,4,1,4,4.59,1,4,5,2,5,2,3,3.64,2,4,3,3,4,4,3,1
1581,4,2,57,2,2,1,3,3,1,1,2,1,2,2,2,4,2,1,1,5.68,1,4,3,5,4,5,4,2.58,1,2,2,3,4,2,1,4.73,1,3,5,3,3,4,2,5.24,1,3,4,2,5,4,3,1
1582,1,1,71,1,3,1,1,3,2,1,2,2,2,2,2,2,1,1,2,5.97,1,5,3,3,2,5,4,4.33,2,1,4,5,4,4,3,4.6,1,3,3,3,3,4,3,4.65,1,4,2,3,1,2,4,1
1583,2,1,52,2,2,1,1,2,1,2,1,1,2,1,2,3,1,2,2,5.68,1,1,3,3,4,4,3,2.63,1,5,4,4,4,4,3,4.91,1,4,2,2,3,1,5,4.7,1,4,2,3,5,3,2,1
1584,2,1,37,2,1,4,1,3,1,1,2,1,1,1,2,1,2,1,3,5.39,1,4,5,5,4,3,4,3.9,1,3,2,4,5,4,2,4.83,1,2,5,3,4,3,4,4.32,1,3,1,4,4,5,5,1
1585,2,2,67,1,2,2,1,3,2,1,2,2,2,2,2,3,2,1,2,5.97,1,2,5,4,2,3,4,3.04,2,3,5,3,3,4,1,5.77,1,1,5,3,3,4,5,4.89,1,4,3,3,5,3,3,1
1586,2,2,60,1,3,1,1,1,2,2,2,2,1,1,2,1,1,2,3,5.91,1,2,5,2,5,4,2,3.63,1,3,1,5,4,3,2,5.38,2,1,5,4,4,3,3,4.21,1,4,2,3,3,2,3,1
1587,2,2,34,1,3,1,1,2,2,1,1,1,1,1,2,4,2,1,2,5.1,1,4,5,3,5,3,5,2.65,1,1,5,3,3,5,1,5.53,2,3,4,1,5,5,4,4.68,1,4,4,4,4,2,3,1
1588,1,1,33,1,2,1,1,3,1,1,2,2,3,1,2,4,1,2,2,6.52,1,4,5,4,4,3,3,3.25,1,1,4,1,4,5,3,4.75,2,4,3,4,5,3,2,4.74,2,4,3,4,4,2,5,1
1589,1,1,51,2,1,1,1,2,1,2,2,1,3,1,2,2,1,1,1,5.91,1,4,4,2,4,5,1,2.88,1,2,2,4,3,4,2,4.84,2,5,5,4,1,2,2,5.3,2,3,1,5,4,1,4,1
1590,1,1,25,1,1,1,1,2,2,1,1,2,3,2,2,4,2,1,1,5.69,2,5,3,4,5,5,4,2.66,2,4,5,3,3,4,3,4.94,2,4,4,4,4,4,2,4.44,1,5,5,4,3,5,3,1
1591,2,2,22,1,3,2,2,2,2,1,1,2,1,2,2,4,2,2,2,5.45,1,4,4,1,4,2,2,3.67,1,4,3,4,4,5,3,4.64,1,4,3,3,4,1,3,4.35,1,2,4,2,3,4,2,1
1592,2,2,29,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,5.51,1,4,5,4,5,2,2,3.63,1,4,4,3,3,5,3,4.46,1,3,2,3,3,2,1,5.21,2,4,3,1,5,2,4,1
1593,3,2,48,1,2,1,1,1,1,1,2,2,3,1,1,4,2,1,2,6.17,1,3,3,3,3,2,4,2.98,1,2,2,3,2,3,4,4.74,2,5,5,4,4,5,4,4.36,2,3,5,4,3,4,1,1
1594,2,2,64,1,2,1,1,3,2,1,1,2,1,2,2,3,1,1,2,5.77,1,3,5,3,2,2,3,3.14,1,3,5,5,3,4,5,5.96,2,3,2,1,3,4,3,4.54,2,4,4,4,4,4,5,1
1595,1,1,40,3,1,1,1,3,1,2,2,1,2,1,2,1,1,1,2,5.28,1,3,5,5,2,3,3,3.29,1,3,3,3,1,4,2,4.68,1,3,5,4,3,3,3,4.33,1,1,5,1,4,5,1,1
1596,4,1,19,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,6.47,1,1,4,4,1,2,3,2.75,1,4,3,2,4,2,4,4.34,2,3,4,3,4,3,1,4.93,1,3,4,5,3,4,3,1
1597,3,2,32,1,1,4,3,1,2,1,2,2,2,1,2,2,1,1,3,5.32,1,3,1,4,4,3,3,2.04,1,4,4,1,4,1,3,4.84,2,4,4,3,4,4,2,3.96,2,1,1,3,3,3,4,1
1598,2,1,54,1,2,1,1,2,1,1,2,2,3,1,2,4,1,2,1,5.72,1,5,1,4,5,4,3,2.56,1,4,4,2,4,2,2,4.61,2,2,4,4,4,2,4,4.92,2,3,5,2,2,3,4,1
1599,2,2,58,2,1,1,1,2,2,2,1,1,3,2,1,2,1,1,2,5.16,1,3,1,2,2,5,3,3.15,1,2,2,4,2,2,2,5.63,1,5,4,4,1,2,3,4.28,2,2,2,3,5,3,1,1
1600,2,1,32,1,3,2,1,2,2,1,2,1,2,1,2,4,1,1,2,5.83,1,4,2,2,4,3,3,3.47,1,5,2,3,3,4,3,4.82,1,4,3,4,3,2,3,5.07,2,5,4,3,3,4,3,1
1601,2,2,56,1,1,2,1,2,1,1,2,1,2,2,1,2,2,1,3,5.67,1,4,5,2,3,4,3,2.7,1,3,4,3,5,5,2,4.43,1,3,3,2,4,3,5,3.91,1,3,5,4,3,5,3,1
1602,2,1,58,1,1,2,1,2,1,1,1,2,1,1,1,3,2,2,3,5.5,1,4,5,3,4,3,2,2.71,1,4,5,4,3,2,4,5.45,1,4,5,4,3,1,4,4.83,1,4,4,4,2,3,2,1
1603,1,1,41,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,5.58,1,4,5,5,5,5,5,2.91,1,4,4,4,3,4,1,5.42,1,4,4,3,3,3,2,4.14,2,3,3,2,2,1,1,1
1604,2,2,26,1,2,1,1,1,2,2,2,1,1,2,2,1,1,1,2,5.11,1,4,3,2,4,4,5,3.13,1,3,2,4,4,4,1,5.73,1,4,5,2,3,4,4,4.18,2,5,2,3,4,2,2,1
1605,2,2,28,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,2,5.51,1,3,4,3,4,2,3,2.64,2,4,4,1,3,3,3,5.85,1,5,5,3,4,3,4,5.68,2,4,4,3,5,5,4,1
1606,1,1,27,1,2,1,1,1,1,1,1,2,2,2,2,3,3,1,2,4.84,1,4,4,3,3,3,4,3.81,1,1,3,5,2,2,4,5.43,1,5,4,1,2,4,4,4.82,2,2,4,3,4,5,4,1
1607,2,2,66,2,3,1,1,3,1,2,2,1,1,1,1,1,3,1,1,5.22,1,2,1,2,5,4,4,1.95,1,1,3,4,4,5,3,5.01,1,2,4,5,3,3,3,4.45,2,3,3,5,1,3,3,1
1608,1,1,59,1,2,1,1,2,2,1,2,1,2,1,1,3,2,2,3,4.83,2,3,5,4,4,5,2,2.76,1,3,4,3,4,4,3,4.53,1,5,3,3,4,5,3,4.04,1,3,3,3,2,4,3,1
1609,3,2,64,1,1,1,1,1,1,2,1,1,2,1,2,4,3,2,1,5.37,1,4,4,5,4,3,1,4.28,1,1,5,4,4,2,3,4.77,2,5,4,4,5,1,4,4.18,1,4,3,4,1,1,4,1
1610,1,1,56,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,5.15,1,4,4,3,1,5,3,2.79,1,4,4,5,4,2,1,5.17,2,2,4,4,4,5,3,4.35,1,4,4,2,3,3,3,1
1611,2,2,45,1,2,1,1,3,1,1,1,2,2,2,2,4,1,2,1,5.68,1,5,4,4,4,2,3,2.62,1,5,5,5,3,3,3,4.68,2,2,3,4,3,5,2,4.22,2,4,3,5,3,1,1,1
1612,4,2,34,1,1,4,1,3,1,1,1,2,2,2,2,4,1,1,3,5.38,1,2,2,3,1,3,2,4.17,1,3,3,2,1,1,5,4.91,1,3,1,3,4,1,4,3.9,2,5,1,4,5,1,4,1
1613,2,1,61,3,2,1,1,2,1,1,2,1,2,1,1,3,2,2,3,5.52,1,3,4,1,1,3,3,3.07,1,3,5,5,5,3,4,4.98,2,4,4,4,4,3,5,4.92,2,4,4,4,3,5,3,1
1614,2,2,54,1,2,1,1,3,2,2,2,1,1,2,2,3,2,2,2,5.53,1,4,4,4,2,4,1,3.45,1,3,5,4,4,3,5,5.78,1,3,5,3,4,4,3,4.93,2,4,4,3,4,5,5,1
1615,2,2,52,1,2,4,2,2,1,1,1,1,1,2,1,2,3,2,4,6.18,1,1,4,4,3,2,3,3.18,1,4,4,3,3,3,4,4.73,1,3,4,4,3,3,5,4.01,2,4,4,4,4,4,4,1
1616,2,1,35,1,2,1,3,1,1,1,2,1,2,2,2,1,2,1,4,6.09,1,1,4,3,5,4,3,2.97,1,4,4,2,1,4,3,4.3,1,2,4,5,3,4,2,4.95,2,4,3,2,5,4,2,1
1617,3,2,31,1,2,1,1,2,1,1,2,1,2,1,2,1,1,2,1,5.73,1,5,5,2,5,4,5,2.53,1,3,4,5,4,3,2,4.94,1,4,4,4,4,3,3,4.44,2,4,2,1,4,3,1,1
1618,3,1,24,1,3,1,2,1,1,1,1,1,2,2,1,3,1,1,2,6.17,1,5,5,3,3,2,2,2.65,2,5,4,4,3,1,4,4.06,1,4,5,3,3,5,4,5.15,2,1,3,4,3,2,3,1
1619,2,1,62,3,2,2,1,3,1,2,1,1,1,2,1,4,1,1,2,5.22,1,4,4,3,4,2,1,3.12,1,4,5,3,3,3,3,4.8,1,5,3,3,3,2,3,5.12,2,3,5,3,3,3,3,1
1620,4,1,48,2,3,2,1,1,1,1,1,2,1,2,1,2,3,2,3,5.03,1,4,4,5,2,2,2,3.46,1,4,4,4,3,4,3,5.72,1,4,1,3,4,4,2,3.64,1,5,4,5,5,4,3,1
1621,4,1,20,3,3,1,3,1,1,1,1,1,3,2,1,1,1,1,3,6.11,1,2,4,1,4,5,3,2.81,1,3,4,1,4,3,3,4.26,1,3,4,1,4,5,2,3.66,1,3,4,2,5,5,3,1
1622,1,1,51,2,2,1,1,1,2,1,2,1,3,1,2,3,2,2,2,4.98,1,4,5,4,4,1,3,2.97,1,4,4,3,3,5,3,5.91,2,2,4,2,3,1,3,3.9,2,3,3,2,4,3,3,1
1623,1,1,42,3,1,1,2,2,2,1,2,1,1,1,2,3,1,1,3,5.54,1,4,3,2,4,5,3,2.88,2,5,4,5,5,1,3,5.33,1,3,2,2,4,5,1,5.06,1,3,3,4,3,3,3,1
1624,2,2,28,1,1,1,1,2,2,1,2,2,3,2,2,3,1,1,3,5.15,1,4,4,3,4,3,4,3.33,1,5,4,4,3,5,3,4.76,2,4,4,3,5,2,4,4.45,1,5,3,4,3,5,5,1
1625,1,1,59,1,2,1,1,1,2,1,2,1,1,2,2,1,2,1,2,5,2,3,4,3,5,4,2,3.31,1,3,2,4,3,3,2,5.53,2,4,1,3,3,5,2,4.46,1,3,4,3,5,3,4,1
1626,4,2,74,2,3,1,2,2,2,1,1,2,2,2,2,1,2,1,2,6.35,1,4,4,3,4,3,3,3.6,2,4,2,4,3,4,3,4.92,1,1,3,2,5,3,3,4.8,2,3,4,2,3,4,1,1
1627,3,2,33,1,2,2,1,2,1,1,1,1,2,1,2,3,1,1,1,4.77,2,4,1,5,3,5,3,4.37,1,1,2,2,3,3,3,4.26,1,5,5,4,1,3,1,3.92,1,4,5,2,4,5,3,1
1628,2,1,74,1,3,1,1,1,1,2,2,2,2,1,2,4,1,1,4,5.98,1,3,4,1,3,4,1,3.15,1,4,5,3,2,4,2,5.42,2,5,4,3,5,4,5,3.63,2,4,4,3,5,5,4,1
1629,2,2,73,2,3,1,1,2,2,1,1,2,3,1,2,2,1,1,2,4.65,1,3,3,5,4,3,3,3.16,1,4,2,3,5,4,4,4.73,2,5,4,1,1,4,3,5.19,2,4,4,2,4,3,3,1
1630,4,2,69,1,1,2,1,2,1,1,2,2,1,2,1,2,1,1,3,5.71,1,1,4,4,4,3,4,4.21,1,2,3,4,3,1,3,5.54,2,3,4,3,3,3,4,4.58,2,4,4,4,3,4,3,1
1631,2,2,52,2,2,1,1,2,1,1,2,2,3,2,1,1,1,2,2,6.39,1,3,3,2,4,5,3,2.84,2,4,4,2,4,2,3,5.25,1,3,2,3,3,3,1,5.15,1,3,5,5,4,4,2,1
1632,3,1,53,1,2,3,1,2,1,2,2,1,3,1,1,2,1,1,4,4.26,1,5,4,1,4,2,4,2.92,1,2,4,2,3,3,3,4.57,2,5,4,3,4,2,3,4.37,2,4,5,4,4,4,3,1
1633,2,1,24,3,1,1,3,2,1,1,2,2,2,2,2,1,3,1,4,6.12,1,4,5,3,5,3,2,2.8,2,4,3,4,4,4,1,4.86,2,5,3,2,4,1,3,5.18,1,4,4,4,4,5,3,1
1634,2,2,27,1,1,1,2,2,2,1,2,1,1,2,1,3,1,2,4,5.87,1,5,5,2,4,5,3,2.93,1,5,2,3,4,4,4,5.15,1,4,4,5,3,1,5,3.2,2,5,5,1,3,5,3,1
1635,2,2,37,1,1,1,1,2,1,1,1,1,3,1,2,2,2,1,1,5.92,2,3,5,2,3,2,4,3.36,1,4,3,4,5,5,3,5.09,1,4,3,3,4,3,4,4.39,2,5,3,3,4,3,2,1
1636,2,2,34,1,1,1,1,2,1,1,2,1,2,1,2,4,1,1,1,5.59,1,4,2,3,4,2,1,3.47,1,4,4,4,4,3,3,5.52,1,5,5,3,5,4,3,5.08,1,3,4,1,1,1,3,1
1637,1,1,38,1,2,1,1,1,2,2,1,2,1,1,2,3,1,1,2,6.02,1,4,4,4,2,5,3,3.53,1,3,3,3,3,2,1,5.24,1,5,2,5,4,4,5,4.46,2,3,5,3,3,3,1,1
1638,2,1,60,1,1,1,1,1,1,1,2,1,2,1,2,3,2,1,1,5.51,1,4,4,2,4,4,2,3.32,1,5,5,4,5,3,3,4.12,1,3,3,2,5,2,5,3.67,1,5,3,3,2,4,4,1
1639,4,1,31,3,2,1,2,2,1,2,1,2,1,1,2,3,1,1,2,5.73,1,3,4,2,5,1,3,2.83,1,1,4,5,3,3,4,5.83,1,5,4,1,4,1,3,4.55,1,4,3,4,4,5,3,1
1640,3,2,20,2,2,4,3,1,2,1,1,1,1,2,2,1,2,1,3,6.03,1,1,1,4,4,3,2,3.39,1,1,3,4,4,2,2,5.6,1,4,3,3,5,5,1,4.61,1,4,4,3,4,2,4,1
1641,1,1,69,1,2,1,1,2,2,1,2,1,2,1,2,2,1,1,2,4.95,1,4,4,4,4,3,3,2.01,1,2,3,1,3,3,3,5.56,2,1,2,1,1,5,2,5.11,1,4,4,4,1,5,1,1
1642,1,2,31,1,2,1,1,2,1,2,2,2,1,2,2,3,1,1,1,5.53,1,5,3,3,4,4,3,3.72,1,4,4,3,3,5,4,4.3,2,4,4,2,4,2,3,3.83,1,2,4,2,4,3,3,1
1643,2,2,49,2,3,1,1,1,1,1,2,1,3,2,2,4,2,1,2,5.26,1,3,4,3,4,5,1,2.84,1,5,4,2,4,4,3,4.87,1,3,4,3,4,5,5,4.46,2,4,5,2,5,3,3,1
1644,2,2,66,1,2,2,1,2,1,2,1,1,2,2,1,4,3,2,3,5.52,1,3,3,3,4,1,3,2.82,1,4,5,4,4,4,2,6.01,1,3,4,5,2,3,1,4.92,2,5,5,3,3,2,5,1
1645,4,1,54,2,2,4,2,1,1,2,1,1,2,2,2,1,1,1,3,5.82,1,3,5,3,2,1,2,2.67,2,4,4,5,4,1,1,5.49,2,5,5,4,4,1,3,3.25,2,4,4,4,2,4,4,1
1646,2,2,47,1,2,1,1,2,2,1,2,2,1,1,2,3,1,2,4,6.09,1,4,4,3,3,5,2,3.31,1,5,2,5,4,4,2,5.19,2,4,3,2,4,4,3,5.24,2,4,4,4,4,4,2,1
1647,3,2,52,1,2,4,3,2,1,1,2,1,1,1,2,2,1,2,4,6.21,1,3,4,3,1,3,4,2.86,2,3,4,4,4,3,3,4.74,1,5,3,3,4,4,4,5.16,2,4,5,4,3,3,4,1
